,sin(GLAT),cos(GLON),sin(GLON),log10(Energy_Flux100),log10(Unc_Energy_Flux100),log10(Signif_Avg),LP_index1000MeV,LP_beta,LP_SigCurv,log10(Variability_Index),CLASS1,1_RF,1_NN,2_RF,2_NN,3_RF,3_NN,4_RF,4_NN,5_RF,5_NN,6_RF,6_NN,7_RF,7_NN,8_RF,8_NN,9_RF,9_NN
4FGL J1043.2+2408,0.8748354,-0.85188633,-0.5237267,-11.062873,-12.320189,1.4097128,2.281281,0.0433409363031387,1.5795257091522217,1.8324594,fsrq,0.02165184108527132,0.026626979582815548,0.35107399139370987,0.6272848659635964,0.15216347382038983,0.08258954971139712,0.005462404262404263,0.005827338057406703,0.4628149561048914,0.256423427591615,0.0,0.00010804813912312527,0.004166666666666667,0.0005051250541368359,0.0026666666666666666,0.0001924269093180726,0.0,0.00044223899059115605
4FGL J1043.6+0654,0.80440927,-0.48878658,-0.8724034,-11.828552,-12.471398,0.7821942,1.6875699,0.0616943389177322,0.5863481760025024,0.8050829,bll,0.048787075347684374,0.01152904152393761,0.577903912313951,0.7355025530262477,0.3292734483066343,0.22417542976749694,0.00867519916416351,0.0012994976105025111,0.03162073820350411,0.02544906614027476,0.000595017305167681,0.00046448513886308536,0.0016803236446093586,0.000958561184477148,3.571428571428572e-05,0.00027432340466825494,0.0014285714285714286,0.0003470422035321428
4FGL J1044.4-5737,0.020180557,0.2851872,-0.95847183,-9.943144,-11.457374,1.9407502,2.1950667,0.3027677536010742,21.47655296325684,1.2853181,psr,0.0,0.0011069296795692448,0.0014285714285714286,0.0005619232611372374,0.002857142857142857,0.004446282457390249,0.0,0.0006076425882909762,0.005714285714285714,0.0014608959306545673,0.004285714285714286,0.021759882977525024,0.04714285714285714,0.11648917127324292,0.8957142857142859,0.8140224571630291,0.042857142857142864,0.039544814669160724
4FGL J1044.5-1439,0.6169138,-0.12794706,-0.991781,-12.0707855,-12.774186,0.77642065,1.0063963,0.9993770718574524,2.200721502304077,1.1104704,unas,0.0025488073953627687,0.011379930806351819,0.38945788385578417,0.16557341133691214,0.48747981455771017,0.5897064863603592,0.015901104030461802,0.0066006284910439215,0.029967835260257036,0.17347232587801237,0.015542512018069922,0.011565887073011732,0.03971518699090423,0.03499430790794619,0.018942411447005588,0.006346870367787836,0.00044444444444444447,0.00036015177857491495
4FGL J1044.6+8053,0.57007897,-0.62579566,0.77998704,-10.902794,-12.151146,1.3994228,3.0628884,0.1380587816238403,4.558277130126953,1.8201739,fsrq,0.0475,0.008658907929834352,0.10065658982671283,0.006609092373148823,0.20694117910957494,0.031077155815117646,0.08545246554146621,0.021376196478162968,0.541949765522246,0.9278330701340411,0.0,0.0004935507997387995,0.0075,0.0024048700787682436,0.01,0.0013384913129654938,0.0,0.00020866507822260422
4FGL J1045.1-5940,-0.01090051,0.3023927,-0.9531834,-9.727152,-11.225771,2.0109656,2.1536136,0.1037860214710235,12.319448471069336,1.9114848,bin,0.006153846153846154,0.03903971321542155,0.27025641025641023,0.14538184459059691,0.07282051282051283,0.01666809680970033,0.004615384615384615,0.008968481042948109,0.15692307692307692,0.0691172680116274,0.012307692307692308,0.008506359752354139,0.018461538461538463,0.20172297700776845,0.20923076923076922,0.3087186517760696,0.2492307692307692,0.2018766077935135
4FGL J1045.3+2751,0.88382834,-0.913078,-0.407785,-11.880439,-12.540199,0.7935421,1.9623146,-0.0001232008071383,0.0,1.2843618,bll,0.01806703519606504,0.009720776231752307,0.7955745084908321,0.787595973705751,0.16727511863053365,0.16486719066405953,6.73541777942123e-05,0.0010330539978890118,0.018836699436017214,0.0356966678242189,1.8518518518518518e-05,0.0001945670630164623,8.181818181818182e-05,0.0005395435256885746,7.894736842105263e-05,0.00019397509618261494,0.0,0.00015825189144152575
4FGL J1045.7-6414,-0.08067227,0.3386169,-0.94092435,-11.406494,-12.095118,0.95709807,1.9489003,0.1778519004583358,2.2410976886749268,1.3383036,unk,0.00364214997233192,0.008164408248404203,0.1457937610867381,0.0791227591722586,0.7269106495311031,0.7687204618167275,0.004674351992316888,0.002345391808496182,0.05965055632601058,0.03915838808196089,0.037254121823806816,0.07270727506271282,0.008803593000399176,0.008517054255098943,0.005951011597578983,0.014755983342168507,0.007319804669714237,0.006508278212172328
4FGL J1045.8-2928,0.4369672,0.04639677,-0.99892306,-11.331814,-12.300887,1.0502217,2.553747,0.0943928882479667,1.8160691261291504,2.246842,fsrq,0.00033093912476801676,0.003335187359546028,0.024486930939500547,0.022254717752478444,0.5153413734652315,0.41984542494185656,0.020787894682465887,0.006082367216390472,0.43897710421227654,0.5459732706617658,5.0505050505050505e-05,0.0012465275077040185,2.5252525252525253e-05,0.0004876140630009778,0.0,0.0007403208639634843,0.0,3.45696332940917e-05
4FGL J1045.9-2331,0.51473576,-0.0154808415,-0.99988014,-11.933963,-12.427286,0.7690874,1.8270383,0.3656171560287475,2.074458122253418,1.3765786,bcu,0.007707862305237081,0.00738555160402136,0.3354844880855508,0.12467456573599692,0.5495449066960142,0.6893291143071483,0.003241823566570232,0.002684851007913248,0.0827496178263807,0.16627971824193785,0.018919158668533227,0.0047562738174582245,0.0006335790316437774,0.0031539985601003622,0.0017185638200699195,0.001592320157755608,0.0,0.00014360656766820452
4FGL J1046.0+5448,0.8106792,-0.8966574,0.442725,-11.904556,-12.605528,0.7633482,2.2023656,0.034569501876831,0.3918144702911377,0.9990111,bcu,0.006233587353410651,0.01517114600442313,0.7222822999183693,0.5962669957445869,0.2161152510425437,0.30669980341461156,0.00018592257487481213,0.0022886468317337974,0.052705002175135865,0.07689018453713499,0.0013170413200287003,0.0005078156444173122,0.0010277777777777778,0.0014933593043912608,0.00013311783785909583,0.0003998482131875843,0.0,0.00028220030551335965
4FGL J1046.7-6010,-0.01688021,0.3091187,-0.95102346,-10.665135,-11.432852,1.21413,2.321365,0.4020102322101593,7.104472160339356,1.0215039,unas,0.0013333333333333333,0.0016401072179489384,0.0035555555555555557,0.0014081474663763492,0.1426666666666667,0.04951225359432549,0.0,0.001365223218476084,0.0035555555555555557,0.005031802507388917,0.0917539682539683,0.13669786015090593,0.12755555555555556,0.12205796696691561,0.6033571428571426,0.6625146206925231,0.026222222222222227,0.019772018185139666
4FGL J1046.8-2534,0.49014625,0.009770727,-0.99995226,-11.59907,-12.401773,1.007059,1.0040236,0.1821034252643585,1.9072270393371584,1.015492,bll,0.00931395333413802,0.012025844316594184,0.5889103520446132,0.6866364229036117,0.33391262588350884,0.2833810961046812,8.971474461081023e-05,0.0013461665123412768,0.06470509466245052,0.012177956004689518,0.0009504933247547136,0.0014448896365486755,0.0020667293233082706,0.0008960508736585842,5.1036682615629986e-05,0.0007710664783250121,0.0,0.001320507169549822
4FGL J1047.2-5517,0.05923768,0.27258173,-0.96213263,-11.009382,-11.914172,1.0403035,2.5928442,0.0216728542000055,0.3663806021213531,1.6239661,bcu,0.018992673992673993,0.014208306696834398,0.06038195138195138,0.03706472520613011,0.639820468428568,0.6018090385399272,0.0001923076923076923,0.007843130759287279,0.21065705404895455,0.29260218179131714,0.02439006826506827,0.029574822982481416,0.00813919413919414,0.0013999538623188192,0.01873397435897436,0.010711925706177279,0.01869230769230769,0.0047859144555263316
4FGL J1047.2+6740,0.71148217,-0.756054,0.65450925,-11.940769,-12.6586275,0.8947804,1.3417021,0.109294593334198,1.3616982698440552,1.3505272,unas,0.005052476738709746,0.007159855784594405,0.7388917123464132,0.7925301128573643,0.23709890489902322,0.18163819493622507,0.0007179852251229669,0.0007861668545217764,0.01553589718999761,0.01684108836135937,0.0014189343982761757,0.00023296806132282172,0.0005923979809037281,0.00045962435402468186,0.0006862042531034445,0.00014083257926598665,5.486968449931413e-06,0.00021115621132164746
4FGL J1047.5-6532,-0.099071786,0.35133523,-0.93624973,-11.611513,-12.205679,0.7033898,2.5722113,0.8110122084617615,4.008519172668457,0.89626217,unas,0.02507152477293473,0.00239814369140977,0.013365815247500525,0.00343971514961208,0.6047172541395901,0.49386394638062037,0.0007110365909409889,0.0030222761146438356,0.1010537142464337,0.028959465953733634,0.1545256222222788,0.31541980164052313,0.04084889795262402,0.04881097694651302,0.05895132388640334,0.09919953696694593,0.0007548109412936999,0.004886137155998347
4FGL J1047.7+7238,0.66300225,-0.7039977,0.7102023,-11.299787,-12.298875,1.2219756,2.1046655,0.0651140287518501,1.292130470275879,1.8742526,bll,0.013890339449658088,0.014046107372242048,0.6308511236627857,0.6306545921813516,0.19699598500428225,0.19869253138579107,0.003920145830850223,0.0029920026311531303,0.1542130079531058,0.15257610479830727,0.0,0.0001890650802614761,5.79785392869505e-05,0.000493407272260106,0.0,0.00019075622425996071,7.141956003082543e-05,0.00016543305437333422
4FGL J1047.8-6216,-0.048339836,0.32710788,-0.944987,-10.753617,-11.749052,1.3104119,2.4118917,0.0782477334141731,2.688910484313965,2.0024095,bcu,0.025543975921928676,0.012880029375931483,0.11857465456758658,0.05415487151148221,0.25951018687903604,0.47561743821595126,0.03455844155844156,0.009527683533315172,0.4668127410730072,0.409778533101452,0.060454545454545455,0.020912393497642314,0.0018181818181818182,0.0024741413804865533,0.014545454545454545,0.011231697352473034,0.01818181818181818,0.0034232120312661166
4FGL J1047.9+0055,0.77111405,-0.35450247,-0.9350551,-11.2129965,-12.276154,1.1316185,2.5947042,0.0769308507442474,1.5981262922286987,2.3590183,bcu,0.0056941251596424,0.003752538574975122,0.02566831955898893,0.0143286735345822,0.20643831042597013,0.17377873521534024,0.06683074331015508,0.01065134340521726,0.6925685015452435,0.7961073442194075,0.0026666666666666666,0.0004983823177095009,0.00013333333333333334,0.0003042757621715081,0.0,0.0005486556185937629,0.0,3.005135200288636e-05
4FGL J1047.9-3738,0.32635242,0.13011084,-0.9914994,-11.630694,-12.426157,0.9666597,1.6536247,0.0590073205530643,1.0218483209609983,1.0790918,bcu,0.023318815575471576,0.012643830879408123,0.6116921350869351,0.5188032035617439,0.3107051525991488,0.4431011223204125,0.00024143175351901765,0.0014644287654167422,0.05103575152043829,0.013778730109272093,0.00101823405809332,0.0048598922194449876,0.0014708390615981377,0.0010100223925944673,0.00036894105026321255,0.0013295907026104963,0.00014869929453262785,0.0030091790490966385
4FGL J1047.9-4642,0.19182955,0.20668277,-0.97840804,-11.466793,-12.233859,0.77339095,2.786013,0.1784941852092743,1.7495275735855105,1.5254941,bcu,0.005497437141715634,0.004457535637095992,0.006442138065393883,0.017339732238410985,0.6678358151889291,0.7180212014747307,0.0029195641455804057,0.004468460970252026,0.3056810053134063,0.2254167566795714,0.008977625958696877,0.020795423342701767,0.0016762561480614985,0.002659968100199373,0.0008539932753228994,0.006526431897194169,0.00011616476289373486,0.00031448965984357707
4FGL J1048.0-1912,0.57142556,-0.05644323,-0.9984058,-11.802204,-12.446045,0.6706257,2.3073483,0.1042000204324722,1.070874810218811,0.9798097,fsrq,0.002838392030789981,0.01079791482290153,0.1872412190425271,0.16058748598331957,0.672535473178905,0.6969435734715133,0.004408455989301341,0.00280669525716458,0.11179023050062467,0.11741312480671376,0.003063507157184524,0.00597703656685446,0.013704305331403252,0.0031322396519981007,0.002985227736074882,0.0019060828795915419,0.0014331890331890332,0.0004358465599432161
4FGL J1048.2-5832,0.010017886,0.29954246,-0.95408297,-9.732411,-11.334333,2.1181061,2.0136218,0.2907299399375915,30.149288177490234,1.0098133,psr,0.0,0.0010026040315678037,0.0,0.0005646563260575263,0.0,0.0023260522991704518,0.0,0.0003983883643008779,0.0,0.0005948340777016332,0.0023529411764705885,0.017238370148283232,0.012941176470588234,0.1252528989188658,0.9819607843137256,0.8174645335151188,0.002745098039215686,0.03515766231893387
4FGL J1048.4-5030,0.13444658,0.23812944,-0.9712334,-11.740857,-12.414306,0.945115,0.43322158,0.2501830756664276,2.262672185897827,0.97327816,unas,0.00239042936138609,0.010369800210506664,0.25866404126412285,0.26601047024929425,0.6690608718060075,0.6550260005118318,0.0015117317528648803,0.00224109798842607,0.03852445224146434,0.005795649325341779,0.014412814616128727,0.02811788155223303,0.012895736641890178,0.0022253663920025614,0.0008189526813861313,0.008189264513314918,0.0017209696347493832,0.022024469257048887
4FGL J1048.4+7143,0.67277414,-0.7125833,0.7015875,-9.9707365,-11.843375,2.2701285,2.2585511,0.0841341167688369,14.034704208374023,4.0610366,fsrq,0.00404040404040404,0.013107950541463837,0.05245181488535639,0.08191423755660386,0.017739500488592207,0.010677289921103318,0.004094456548051319,0.025754686991318488,0.9149775277412997,0.8578779966403154,0.0,0.00012645117667600184,0.0026962962962962965,0.0074617909277130655,0.004,0.0025506470344273616,0.0,0.0005289492103787049
4FGL J1048.5-5923,-0.0029089674,0.30660215,-0.9518378,-10.694674,-11.455539,1.2676195,2.1457949,0.5485972166061401,7.934049129486084,0.7026322,unas,0.0017777777777777779,0.0007497921892413057,0.0013333333333333333,0.0005262147744567715,0.02177777777777778,0.015969372264947046,0.0,0.0006631333022636412,0.0008888888888888889,0.0013558034524858013,0.08938359788359793,0.09134969947391941,0.06711111111111114,0.12561870388847135,0.7955052910052909,0.7452736855419614,0.022222222222222227,0.01849359511225329
4FGL J1048.6+2340,0.8840456,-0.8373704,-0.5466359,-11.310252,-12.335444,1.306061,2.1200821,0.1983835399150848,4.014009952545166,1.187454,msp,0.007501814479934101,0.02713555451440919,0.5650364267954998,0.6335580460031631,0.2245652812944928,0.09696509503118556,0.0019347456687130934,0.0063693448339928885,0.1442641436352006,0.21666347851668027,0.011818181818181818,0.0005930792196851644,0.026648113790970932,0.014681789725208947,0.016363636363636365,0.0031463724043542395,0.0018676561533704393,0.0008872397513206051
4FGL J1049.5+1548,0.86228216,-0.66296905,-0.7486468,-11.251485,-12.350509,1.2719892,2.1307087,0.0433660745620727,0.9720415472984314,1.2519355,bll,0.021211488574823967,0.016086704658036525,0.8492916210752084,0.8786334951277552,0.09723861756846826,0.055557170283316915,0.0002740399181027313,0.0012908725374609334,0.027219950192131085,0.046574827218806895,0.0,0.0001362033666766489,0.004603791165736439,0.0007098771912124097,0.0,0.00035661146745124785,0.0001604915055290998,0.0006542381492832991
4FGL J1049.6-0153,0.75190043,-0.29647917,-0.9550393,-11.632339,-12.353609,0.66251683,3.4941168,0.2980753481388092,1.8118187189102173,0.819422,unas,0.011862522837104,0.009170847754848362,0.13875818112916943,0.009362528268076608,0.5262364124872149,0.3223357620561337,0.02822090242110233,0.016726387423737363,0.2574395317942439,0.624635016961613,0.007641213456208487,0.005373453659519536,0.008062721717947524,0.0037178966061378782,0.021756291934787175,0.008359968169465418,2.2222222222222223e-05,0.00031813910046832127
4FGL J1049.7+5011,0.84164417,-0.93871176,0.34470305,-11.67038,-12.459196,1.0837607,2.0690882,0.1687080860137939,2.4676454067230225,1.860891,bll,0.006516598650992107,0.011065030803406914,0.41213496091396784,0.3309723365113159,0.30478509450710567,0.33956928488597077,0.0001195598314783374,0.0036711640915113495,0.2683664440485259,0.3121219283292678,0.0025,0.0005807895337423212,0.005577342047930283,0.001504478634112225,0.0,0.00039423176710499193,0.0,0.00012075544356775976
4FGL J1049.8+2741,0.89158523,-0.9088736,-0.4170716,-11.86873,-12.5516,0.813607,2.0296724,0.0063056172803044,0.04944783821702,1.2996461,unas,0.014088826208888352,0.009997536227851616,0.8448752488923301,0.7700347390558997,0.1262488147878483,0.1744828668817717,3.8627976354136796e-05,0.0012174288903979143,0.014573543903449766,0.04317990510133126,3.0545981138812874e-05,0.00020349711483977828,3.6363636363636364e-05,0.0005167737463446057,0.0001053987648432984,0.00019906876639128564,2.6298487836949374e-06,0.0001681842151722053
4FGL J1049.8+1429,0.85733455,-0.6315615,-0.7753258,-11.12952,-12.182358,1.357281,2.5175626,0.1692821234464645,3.992725610733032,1.9360291,bcu,0.004285714285714286,0.007983708633189052,0.04603248484632908,0.02971321060210821,0.1322393988463227,0.08598760248487888,0.012919143574861135,0.011727320619585648,0.8000684746984111,0.8606771788719026,0.0,0.00037921071957919196,0.003026212319790302,0.0021004007118729123,0.0014285714285714286,0.0013434376011237008,0.0,8.792975575967448e-05
4FGL J1049.9-3658,0.33913252,0.1306413,-0.9914297,-12.14546,-12.659612,0.7049285,0.77949345,0.4950750172138214,2.453132152557373,1.0470395,unas,0.001685711626144365,0.0092409198237354,0.1633412250698797,0.15485454144838653,0.7957359422016105,0.770046505176841,0.003918289223107487,0.0031625955534940204,0.022503343903400704,0.029711339233101604,0.008078836562520652,0.01830582116797217,0.0028694717548069615,0.0077013513861959254,0.0016141426536367188,0.005243772156454051,0.00025303700489291123,0.0017331540538192084
4FGL J1050.1+0432,0.80197614,-0.41389945,-0.9103226,-11.136741,-12.24322,1.3063315,2.5858624,0.1232636570930481,2.991716861724853,2.6028607,fsrq,5.4187192118226595e-05,0.004361718989461041,0.009356049193719365,0.014152031242408812,0.11730811545601681,0.12757847744590484,0.03979032100377214,0.010244658502011445,0.8297876234506699,0.8421143631389709,0.003333333333333333,0.000491680150930828,0.00037037037037037035,0.0003534439674538673,0.0,0.0006344012562133754,0.0,6.92253066448888e-05
4FGL J1050.6+2027,0.88009924,-0.7664509,-0.6423029,-11.681743,-12.362581,0.638556,3.0551038,0.1106094494462013,0.9576294422149658,1.4946314,fsrq,0.00202020202020202,0.0037641737081428785,0.04697676747033534,0.009172354857981709,0.3520182420476332,0.30732956425815233,0.010935441370223979,0.007995945886985415,0.5737074805324439,0.6692124318811935,0.0,0.0008951670502560621,0.0,0.0006508414470468585,0.014341866559161458,0.0009408210958473637,0.0,3.869981439390575e-05
4FGL J1050.6-5248,0.10174048,0.2611953,-0.96528596,-11.289341,-11.890885,0.83411527,2.6372397,-0.0569201447069644,0.9693684577941896,1.6846243,bcu,0.009333333333333334,0.007814090483701623,0.0559618312340977,0.023078260928732965,0.594015106692113,0.7093314408445662,0.004293706293706293,0.006339654927522089,0.1736582342278106,0.17889063797164756,0.0551814055873704,0.05361204741145807,0.013763879644466357,0.0022794841669775867,0.08975599304895307,0.014698878143104109,0.004036509938149283,0.00395550512228964
4FGL J1051.2-6517,-0.09232858,0.35516137,-0.934805,-11.116548,-12.088928,1.1509992,2.041917,0.0685043483972549,1.6117504835128784,1.1593163,bcu,0.010388734416705599,0.02521604452285048,0.4903356624357689,0.28023040286557105,0.4351929152208645,0.5217555565837585,0.0001163893288091441,0.0025391555141480297,0.010029975638371338,0.023171987205851962,0.0028968253968253968,0.05923438176531582,0.0034050535741897317,0.005838692296189323,0.0008178638687113263,0.017761146386238883,0.04681658011975398,0.0642526328600759
4FGL J1051.4-3139,0.4167788,0.087215595,-0.9961895,-11.5669155,-12.343733,0.8037012,4.7816277,0.9997731447219848,2.793652296066284,1.4924245,fsrq,0.0027366129142001767,0.009327154434539063,0.012373350662049034,0.007251685690765889,0.5051022377466824,0.2979965598521875,0.0023213455000894614,0.019632177474155608,0.4392727587819551,0.6393779420932765,0.006990274427558808,0.009562190640200115,0.002247191011235955,0.002436869128487187,0.02895622895622895,0.013669448157492744,0.0,0.0007459725288955382
4FGL J1051.4+3942,0.884309,-0.99959385,0.028497089,-11.65386,-12.403201,1.0634719,0.9650246,0.1537976861000061,2.231001615524292,1.3708247,bll,0.008414686975405965,0.005142816012397489,0.7973960511253253,0.9338874686199362,0.1285511869466554,0.05257594420590999,0.0013083697348403231,0.0004821945270511798,0.061740202515952004,0.0072124587973521285,1.146788990825688e-05,6.666127190525744e-05,0.0013059241706161139,0.00041314692385059545,0.0012645348837209303,7.233273401216665e-05,7.575757575757576e-06,0.00014697690758510855
4FGL J1051.6+3253,0.89516515,-0.9740933,-0.22614634,-11.925644,-12.551006,0.7223322,2.2878947,-0.032009981572628,0.420999675989151,1.5873326,sbg,0.0036970858329607105,0.010801934406559839,0.5091511328375613,0.4069611554348897,0.2861477054455601,0.3747649506722539,1.466275659824047e-05,0.002690143657908342,0.19917123130913783,0.20331756606865223,0.0,0.00030017640966241796,0.0,0.0008715693825128916,0.0018181818181818182,0.00023493718428342297,0.0,5.756678327728934e-05
4FGL J1051.6+2109,0.88378364,-0.78030497,-0.62539923,-12.004419,-12.64057,0.67897993,2.7802186,0.9998492002487184,3.706760883331299,1.3740679,fsrq,0.006266666666666666,0.005428437604262851,0.09427425343018563,0.017336385839795184,0.4001085794068261,0.4382642040041313,0.048466666666666665,0.013734030975625163,0.398683833829655,0.4960903581416785,0.022000000000000002,0.006634883497450966,0.014199999999999999,0.015900539028520434,0.016,0.006542302712875923,0.0,6.885819565975371e-05
4FGL J1051.9+0103,0.7800927,-0.33886456,-0.9408352,-11.576387,-12.399629,1.0089802,1.5569848,0.1388317942619323,1.5310218334197998,1.2145326,bll,0.007941541682301054,0.007730257381767298,0.7734549634104368,0.8179418994109283,0.18370959586171398,0.15535055651004923,2.73224043715847e-05,0.0006747143877911055,0.02819201108035502,0.01709878174244137,0.0,0.00020962667663675853,0.006674565560821486,0.00047228849588838224,0.0,0.00022663072749996556,0.0,0.0002952446669973778
4FGL J1052.3+0818,0.83026946,-0.4835158,-0.87533563,-11.816243,-12.39992,0.5919766,2.4669752,0.0180904492735862,0.1218112632632255,1.2921942,bll,0.0037655065551458183,0.010033118029350809,0.13337786101375734,0.12072427092581821,0.5724706979424513,0.5689008112087321,0.0016666666666666668,0.004197577575009214,0.2858861606614093,0.2923788488599675,0.0005038821609664195,0.0015535455795247144,0.0,0.0010458267180432624,0.002266882286265067,0.0010591372049783717,6.234271333790894e-05,0.00010686389857567102
4FGL J1052.9-3743,0.33294907,0.14669459,-0.9891818,-11.537982,-12.413078,1.0456539,1.8369037,0.0669942796230316,1.3498623371124268,1.193365,bll,0.0022119506002423166,0.013201505965033326,0.6650888758882264,0.5007003920768055,0.31106682626102156,0.4511658731947938,8.504279811097994e-05,0.001918987705100933,0.01703188794346164,0.022372066996669583,0.0018323863636363637,0.004509060717852179,0.00029179492624587135,0.001246855299479627,6.496471564964715e-05,0.0017525945613214163,0.0023262705034051145,0.0031326634829436217
4FGL J1053.3-1134,0.66716605,-0.13007347,-0.9915044,-11.659467,-12.319216,0.6856019,2.657293,-0.041600652039051,0.4984059929847717,1.1823076,bcu,0.004802672571696588,0.011631683283932591,0.08203018195745858,0.1060894040701033,0.5533898522113281,0.5761014153705994,0.0001014216945251428,0.004760239195647361,0.3278722367516694,0.29413726434430265,0.010691335564865586,0.003432270222861985,0.004314569149158062,0.0015799202953828563,0.016669091933001434,0.0019313538114850432,0.00012863816629696848,0.0003364494056848942
4FGL J1053.7+4930,0.8500844,-0.9410366,0.33830476,-11.327363,-12.404917,1.324675,1.8296112,0.0292477160692214,0.9163591861724854,1.3214364,bll,0.0037491346368545278,0.006856844114004543,0.9261309245437509,0.9583075674381749,0.030253642242110294,0.020596224125980944,0.0006276108793987959,0.00043854956661440713,0.039137827221320386,0.013335811403334744,0.0,1.999822234944109e-05,2.152802152802153e-05,0.0002346755644726301,0.0,3.9008308635264626e-05,7.93324550371085e-05,0.00017132125643311768
4FGL J1053.9+8628,0.502841,-0.5726111,0.81982714,-11.715612,-12.309523,0.7474118,2.514338,-0.0730488747358322,1.3731355667114258,0.576372,bcu,0.01232262933209653,0.031812433595502704,0.10761751645485221,0.18749240560973596,0.647265929557999,0.6033157704743158,0.022992045828654877,0.004080123474527078,0.17201586129424024,0.05890241841366439,0.014159062640610892,0.04932404682753818,0.008401704106918307,0.020551791911758894,0.013225250784627857,0.017818262591780328,0.002,0.026702747101176576
4FGL J1054.0-5938,-0.0013696409,0.3187577,-0.9478362,-11.450348,-11.98514,0.7887548,1.0410517,0.6181697845458984,3.2758731842041016,0.92705107,unas,0.010164283493476962,0.004747753270581058,0.06276326304907981,0.0226542083802806,0.32820120732130603,0.47001109649652895,0.006923520209634827,0.0022942498466801426,0.025317007813733253,0.01233610920573274,0.25165582814593596,0.3247248153838824,0.14980694175592527,0.08779327914905835,0.03855507354609498,0.06201126898233796,0.12661287466481294,0.013427219284917778
4FGL J1054.2+3926,0.88907564,-0.9996991,0.024528578,-11.609076,-12.419704,0.90218586,2.4859955,0.0675076395273208,0.9540777802467346,1.0491263,bcu,0.040729201481203764,0.027105707239751666,0.44357530247002924,0.3692257524392744,0.27540033347724424,0.2975169223590408,0.00010416666666666666,0.005293421357706628,0.2348709742598344,0.29528611962288626,0.0009369047619047618,0.000802660352424622,0.0,0.001844415202067362,0.002905844155844156,0.0023185339723341934,0.0014772727272727272,0.000606467454514023
4FGL J1054.5+2211,0.8913479,-0.7984583,-0.6020501,-10.860002,-12.232962,1.5976272,2.0905159,0.032023724168539,1.595739245414734,1.5432355,bll,0.01745830740806563,0.016455842275892835,0.8685647028911552,0.9313481315103485,0.06388527248040642,0.013342877728689712,6.954946203422123e-05,0.0013572179939503601,0.045954116409008136,0.03571576770989605,0.0,3.257777293559468e-05,0.002778838808250573,0.0004270165527499411,0.0,0.0001632912590570058,0.0012892125410797384,0.0011572771964801151
4FGL J1054.7-6008c,-0.008577801,0.3236297,-0.9461838,-10.949346,-11.594129,0.8690814,2.158692,0.0631683766841888,1.108616590499878,0.99617016,unas,0.0063333555934552985,0.012463258766149479,0.024076498731014685,0.05396824746093914,0.19866396324533447,0.6090308176196383,0.006437229437229437,0.002903229854172893,0.004751032424534818,0.025912077467103674,0.5753820081144119,0.20203387342659732,0.004075504075504075,0.0089774685773795,0.0670354404065723,0.042950572629861135,0.1132449679719432,0.041760454198158686
4FGL J1055.5-0125,0.7669878,-0.27662393,-0.96097827,-11.35636,-12.2947855,1.173014,1.631901,0.0656701922416687,1.4895271062850952,1.3356664,bll,0.0009033966609340167,0.007445865155385064,0.9100768721905534,0.9148231405765455,0.07563271183982621,0.06332373288015783,0.006192431875890763,0.000661836159533521,0.0054028400488316565,0.012778301142866284,6.961364427427777e-06,0.00012126377321777947,0.0001719804765434927,0.0003363025715055219,0.0,0.00013356768769185156,0.0016128055429930027,0.00037599005309655844
4FGL J1055.6-0719,0.7143087,-0.18037376,-0.9835982,-12.0581455,-12.748802,0.7377002,1.6909769,0.9609835743904114,2.7360527515411377,1.0997611,unas,0.004379900792925867,0.008742560053866715,0.3189805708135233,0.07986126260552484,0.5853068065387107,0.5645947653240408,0.01264731013439146,0.007260577182262087,0.027523757502636054,0.27445617967313596,0.016108909052813293,0.012570772446140941,0.02543846796641644,0.043908877121088916,0.009541614059253058,0.008400684581955597,7.2663139329806e-05,0.00020432101198408005
4FGL J1055.7+1033,0.8492534,-0.5199354,-0.85420555,-12.013472,-12.528191,0.5184711,1.8587654,0.0887604877352714,0.6645795702934265,1.25478,unas,0.03366066750982667,0.009978476902283947,0.48586955614739596,0.40778453003291193,0.32051496900361354,0.49447655752907554,0.0025527353117394402,0.00204309677719641,0.10778693030496073,0.08292818089808071,0.0014518535748490864,0.0009383636074570394,9.876543209876543e-06,0.0011448944556918296,0.048153411604404756,0.0005658813792164734,0.0,0.00014001841808606184
4FGL J1055.7-6028,-0.012847154,0.32789046,-0.94471574,-10.718135,-11.4776125,1.2532645,1.8529352,0.3400511443614959,6.154899597167969,1.074199,psr,0.0014285714285714286,0.0023070650247962185,0.007346938775510205,0.006976621810237523,0.034999999999999996,0.07130795801088229,0.0,0.001378709285552327,0.0036734693877551023,0.004204481805809031,0.10928571428571429,0.19775937199349564,0.0730612244897959,0.3455243719099876,0.7573469387755102,0.3395113429899928,0.012857142857142859,0.031030077169246526
4FGL J1055.7-1807,0.59861225,-0.036103494,-0.99934804,-11.972252,-12.489534,0.57830566,2.3364785,-0.0546366460621356,0.6452938318252563,1.046407,unas,0.0030208899870802974,0.011851060584670654,0.20127730181887468,0.21179091245975587,0.5876325795144551,0.670819494153416,0.004239885418168945,0.002776767951445285,0.18716429821098338,0.09323296102727759,0.002201944677304356,0.005037284901663267,0.012433668344087705,0.0020252609863423607,0.0020082040799735685,0.0019249880536293153,2.122794907194355e-05,0.0005412698817996414
