,sin(GLAT),cos(GLON),sin(GLON),log10(Energy_Flux100),log10(Unc_Energy_Flux100),log10(Signif_Avg),LP_index1000MeV,LP_beta,LP_SigCurv,log10(Variability_Index),CLASS1,1_RF,1_NN,2_RF,2_NN,3_RF,3_NN,4_RF,4_NN,5_RF,5_NN
4FGL J1047.5-6532,-0.099071786,0.35133523,-0.93624973,-11.611513,-12.205679,0.7033898,2.5722113,0.8110122084617615,4.008519172668457,0.89626217,unas,0.1552631578947368,0.014915022305905922,0.1745278752436647,0.32610939329574273,0.03263157894736844,0.01762923912798075,0.34390292397660827,0.1313855237185142,0.293674463937622,0.5099608215518564
4FGL J1047.7+7238,0.66300225,-0.7039977,0.7102023,-11.299787,-12.298875,1.2219756,2.1046655,0.0651140287518501,1.292130470275879,1.8742526,bll,0.6996600516695947,0.7319383602470209,4.032258064516129e-05,0.0010630452139077568,1.3201559964149893e-05,0.0037692568423650864,0.29903642418979604,0.26072823358001285,0.00125,0.0025011041166933604
4FGL J1047.8-6216,-0.048339836,0.32710788,-0.944987,-10.753617,-11.749052,1.3104119,2.4118917,0.0782477334141731,2.688910484313965,2.0024095,bcu,0.2238509873440407,0.062282304010959515,0.0070175438596491255,0.0005371606628776982,0.015789473684210534,0.0008590409662221223,0.6789560301998189,0.9322163431963537,0.07438596491228074,0.004105151163586934
4FGL J1047.9+0055,0.77111405,-0.35450247,-0.9350551,-11.2129965,-12.276154,1.1316185,2.5947042,0.0769308507442474,1.5981262922286987,2.3590183,bcu,0.02322169379786646,0.017345837181821058,0.0,0.00017428949313581484,0.0,0.0001985017771174755,0.9767783062021335,0.9807272369289641,0.0,0.0015541346189617397
4FGL J1047.9-3738,0.32635242,0.13011084,-0.9914994,-11.630694,-12.426157,0.9666597,1.6536247,0.0590073205530643,1.0218483209609983,1.0790918,bcu,0.9736770732740515,0.9667146733253618,1.895019054985408e-05,0.0008428530631689043,0.00023009431214690608,0.009905847947589953,0.025978481890100664,0.021357616141414598,9.540033315106685e-05,0.0011790095224642773
4FGL J1047.9-4642,0.19182955,0.20668277,-0.97840804,-11.466793,-12.233859,0.77339095,2.786013,0.1784941852092743,1.7495275735855105,1.5254941,bcu,0.024527413540521528,0.024222011255717747,0.0010656270305393113,0.0013594793721394011,0.00035087719298245617,0.0008033765863774745,0.9705293107618167,0.9632367501411964,0.0035267714741398946,0.010378382644568968
4FGL J1048.0-1912,0.57142556,-0.05644323,-0.9984058,-11.802204,-12.446045,0.6706257,2.3073483,0.1042000204324722,1.070874810218811,0.9798097,fsrq,0.6419851159631211,0.49126122113627535,0.01529513888888889,0.006874245978360894,0.00375,0.013555418592373114,0.3101165247159486,0.4325317602039487,0.028853220432041506,0.05577735408904195
4FGL J1048.2-5832,0.010017886,0.29954246,-0.95408297,-9.732411,-11.334333,2.1181061,2.0136218,0.2907299399375915,30.149288177490234,1.0098133,psr,0.0010526315789473684,0.0015343382817311422,0.00736842105263158,0.17085043765732144,0.016842105263157898,0.06414586666410377,0.0,0.0025673661800908135,0.9747368421052633,0.7609019912167528
4FGL J1048.4-5030,0.13444658,0.23812944,-0.9712334,-11.740857,-12.414306,0.945115,0.43322158,0.2501830756664276,2.262672185897827,0.97327816,unas,0.8355450084005034,0.9593632810163554,0.008164060977225234,0.0017563777849421839,0.003762452284778431,0.02028718562563672,0.13337298561971833,0.017019701422747172,0.019155492717774673,0.001573454150318591
4FGL J1048.4+7143,0.67277414,-0.7125833,0.7015875,-9.9707365,-11.843375,2.2701285,2.2585511,0.0841341167688369,14.034704208374023,4.0610366,fsrq,0.06002754820936638,0.10091890529138396,0.0018181818181818182,0.0010813658055047113,0.0009090909090909091,0.0010416329891847253,0.9336088154269973,0.8917705459109979,0.0036363636363636364,0.005187550002928401
4FGL J1048.5-5923,-0.0029089674,0.30660215,-0.9518378,-10.694674,-11.455539,1.2676195,2.1457949,0.5485972166061401,7.934049129486084,0.7026322,unas,0.004210526315789473,0.0014481163190831012,0.09684210526315785,0.2546400667043002,0.03763157894736844,0.028319880829021017,0.0,0.0026460171143053695,0.8613157894736845,0.7129459190332904
4FGL J1048.6+2340,0.8840456,-0.8373704,-0.5466359,-11.310252,-12.335444,1.306061,2.1200821,0.1983835399150848,4.014009952545166,1.187454,msp,0.5849153340995811,0.5151748931783593,0.11164659037504752,0.10311295884510788,0.009498169681309216,0.07258208866708402,0.2154334296332923,0.1809756802426199,0.07850647621076985,0.12815437906682903
4FGL J1049.5+1548,0.86228216,-0.66296905,-0.7486468,-11.251485,-12.350509,1.2719892,2.1307087,0.0433660745620727,0.9720415472984314,1.2519355,bll,0.9858733060639787,0.93212774259261,1.1596773247872564e-05,0.0009631345770438244,0.0010740024422451532,0.01808637143265146,0.013035913373378028,0.04620799941805322,5.1813471502590676e-06,0.002614751979641697
4FGL J1049.6-0153,0.75190043,-0.29647917,-0.9550393,-11.632339,-12.353609,0.66251683,3.4941168,0.2980753481388092,1.8118187189102173,0.819422,unas,0.2838984880501908,0.02335804447830358,0.03157894736842107,0.025033478084695117,0.008785964912280703,0.01851406247079944,0.5489822137041952,0.7737078431337777,0.12675438596491226,0.15938657183242463
4FGL J1049.7+5011,0.84164417,-0.93871176,0.34470305,-11.67038,-12.459196,1.0837607,2.0690882,0.1687080860137939,2.4676454067230225,1.860891,bll,0.37146351016829215,0.4081481856539314,0.0044444444444444444,0.0015500138137258639,0.0,0.0011362551519979753,0.6218698231650412,0.5831108968797394,0.0022222222222222222,0.00605464850060526
4FGL J1049.8+2741,0.89158523,-0.9088736,-0.4170716,-11.86873,-12.5516,0.813607,2.0296724,0.0063056172803044,0.04944783821702,1.2996461,unas,0.9580935113026409,0.9196597907262827,3.6172906493036714e-06,0.0008463692667082837,0.0003897320822981007,0.004786550089176033,0.04105693927938773,0.07251037117509868,0.00045620004502400165,0.0021969187427344763
4FGL J1049.8+1429,0.85733455,-0.6315615,-0.7753258,-11.12952,-12.182358,1.357281,2.5175626,0.1692821234464645,3.992725610733032,1.9360291,bcu,0.052087248021878155,0.06305716191222019,0.0021192982456140355,0.0020034199064047882,0.0,0.001242815844939869,0.9443799198979209,0.923134559683747,0.0014135338345864661,0.010562042652688342
4FGL J1049.9-3658,0.33913252,0.1306413,-0.9914297,-12.14546,-12.659612,0.7049285,0.77949345,0.4950750172138214,2.453132152557373,1.0470395,unas,0.9146959274034283,0.7838918138870131,0.002214424951267057,0.02958641585102203,0.013179627657027527,0.016086974612113093,0.05262369946658233,0.1427802117930564,0.01728632052169463,0.027654583856795617
4FGL J1050.1+0432,0.80197614,-0.41389945,-0.9103226,-11.136741,-12.24322,1.3063315,2.5858624,0.1232636570930481,2.991716861724853,2.6028607,fsrq,0.007058823529411765,0.014355759752637712,0.0,0.00020524001705646435,0.0011764705882352942,0.00019227027859150086,0.9894117647058823,0.983796909092397,0.0023529411764705885,0.0014498208593173123
4FGL J1050.6+2027,0.88009924,-0.7664509,-0.6423029,-11.681743,-12.362581,0.638556,3.0551038,0.1106094494462013,0.9576294422149658,1.4946314,fsrq,0.03594017094017094,0.0173438004378753,0.0,0.0008163027173920692,0.0011111111111111111,0.0006256087641199981,0.9396153846153845,0.9726726975458766,0.02333333333333333,0.0085415905347361
4FGL J1050.6-5248,0.10174048,0.2611953,-0.96528596,-11.289341,-11.890885,0.83411527,2.6372397,-0.0569201447069644,0.9693684577941896,1.6846243,bcu,0.2951461988304094,0.05906243147435024,0.013684210526315794,0.00044593855987086137,0.03789473684210528,0.0009257708211338732,0.5171345029239766,0.934308019397356,0.13614035087719295,0.005257839747289074
4FGL J1051.2-6517,-0.09232858,0.35516137,-0.934805,-11.116548,-12.088928,1.1509992,2.041917,0.0685043483972549,1.6117504835128784,1.1593163,bcu,0.9340872558592478,0.8835667281169379,0.004182831117832804,0.0025190160439447443,0.018830684351965485,0.022317694574255156,0.042119226432502745,0.0843833757668424,0.000780002238450992,0.007213185498019824
4FGL J1051.4-3139,0.4167788,0.087215595,-0.9961895,-11.5669155,-12.343733,0.8037012,4.7816277,0.9997731447219848,2.793652296066284,1.4924245,fsrq,0.05848520710059172,0.011353406199081663,0.009230769230769232,0.039836009075203974,0.012307692307692308,0.010704197453164513,0.8568994082840237,0.8126967336261669,0.06307692307692309,0.12540965364638296
4FGL J1051.4+3942,0.884309,-0.99959385,0.028497089,-11.65386,-12.403201,1.0634719,0.9650246,0.1537976861000061,2.231001615524292,1.3708247,bll,0.9801683451611061,0.9838473952587014,8.85259081007969e-05,0.0003772109300859646,4.478434084994865e-05,0.006088401976647516,0.019591491327380132,0.009226946149911121,0.00010685326256317323,0.0004600456846542283
4FGL J1051.6+3253,0.89516515,-0.9740933,-0.22614634,-11.925644,-12.551006,0.7223322,2.2878947,-0.032009981572628,0.420999675989151,1.5873326,sbg,0.6877505747456207,0.5652565198112227,0.0,0.0012568456098715243,4.5036252091466815e-05,0.00332263087001082,0.3030795981489691,0.4248568446110456,0.009124790853318462,0.005307159097849423
4FGL J1051.6+2109,0.88378364,-0.78030497,-0.62539923,-12.004419,-12.64057,0.67897993,2.7802186,0.9998492002487184,3.706760883331299,1.3740679,fsrq,0.11333333333333336,0.017684117973255965,0.07,0.13358738199269005,0.01,0.006759262381565683,0.7016666666666665,0.5925483527709913,0.10500000000000002,0.24942088488149716
4FGL J1051.9+0103,0.7800927,-0.33886456,-0.9408352,-11.576387,-12.399629,1.0089802,1.5569848,0.1388317942619323,1.5310218334197998,1.2145326,bll,0.9574717210593667,0.9592727861022824,1.550820928493824e-05,0.0011049533881326643,0.00023856754100452367,0.005918400553094086,0.042049306901857736,0.03215001154001235,0.00022489628848606512,0.0015538484164784436
4FGL J1052.3+0818,0.83026946,-0.4835158,-0.87533563,-11.816243,-12.39992,0.5919766,2.4669752,0.0180904492735862,0.1218112632632255,1.2921942,bll,0.26616727716727717,0.28468965567792454,0.0,0.0016080462340412258,0.0018181818181818182,0.0031059029687168505,0.7301963591963593,0.697985491870126,0.0018181818181818182,0.012610903249191417
4FGL J1052.9-3743,0.33294907,0.14669459,-0.9891818,-11.537982,-12.413078,1.0456539,1.8369037,0.0669942796230316,1.3498623371124268,1.193365,bll,0.9463338886217986,0.9526052550475859,8.84564352056612e-06,0.0011151080967852823,0.00026434230585570045,0.008436125629539104,0.05332049464974169,0.03606740489514508,7.242877908341276e-05,0.001776106330944594
4FGL J1053.3-1134,0.66716605,-0.13007347,-0.9915044,-11.659467,-12.319216,0.6856019,2.657293,-0.041600652039051,0.4984059929847717,1.1823076,bcu,0.1945828031394536,0.2680705600720931,0.0,0.0023471632619983212,0.0007797270955165692,0.00654210324120092,0.7368092044036152,0.6961901343220173,0.06782826536141492,0.02685003910269036
4FGL J1053.7+4930,0.8500844,-0.9410366,0.33830476,-11.327363,-12.404917,1.324675,1.8296112,0.0292477160692214,0.9163591861724854,1.3214364,bll,0.9929883774412827,0.9727767028807429,5.4985415165865595e-06,0.00046319252851084606,0.00011670296993304201,0.014968932934689316,0.006885768079231181,0.0112533403206493,3.65296803652968e-06,0.0005378313354074877
4FGL J1053.9+8628,0.502841,-0.5726111,0.81982714,-11.715612,-12.309523,0.7474118,2.514338,-0.0730488747358322,1.3731355667114258,0.576372,bcu,0.517026817232704,0.440749637917763,0.017563352826510725,0.019965226146825957,0.01627680311890839,0.1607521100206742,0.39514767968209763,0.21441084752930373,0.05398534713977929,0.16412217838543292
4FGL J1054.0-5938,-0.0013696409,0.3187577,-0.9478362,-11.450348,-11.98514,0.7887548,1.0410517,0.6181697845458984,3.2758731842041016,0.92705107,unas,0.15155667735443407,0.2206922827339009,0.2729316346421609,0.4209081690219731,0.17859649122807014,0.029852914847582953,0.09829921236987663,0.11262660804347038,0.298615984405458,0.2159200253530726
4FGL J1054.2+3926,0.88907564,-0.9996991,0.024528578,-11.609076,-12.419704,0.90218586,2.4859955,0.0675076395273208,0.9540777802467346,1.0491263,bcu,0.5487860233642073,0.45163935188922955,0.0007017543859649123,0.00614383771167541,0.0007017543859649123,0.01809977356937223,0.42158630223711585,0.47316289111966736,0.028224165626746914,0.0509541457100554
4FGL J1054.5+2211,0.8913479,-0.7984583,-0.6020501,-10.860002,-12.232962,1.5976272,2.0905159,0.032023724168539,1.595739245414734,1.5432355,bll,0.9174428714090873,0.9478373365033961,3.1994880819068948e-06,0.0006179974033973985,0.005287195751214479,0.028194618307240973,0.07621410177266914,0.022089259632445304,0.0010526315789473684,0.001260788153520366
4FGL J1054.7-6008c,-0.008577801,0.3236297,-0.9461838,-10.949346,-11.594129,0.8690814,2.158692,0.0631683766841888,1.108616590499878,0.99617016,unas,0.16261703337742997,0.6079046655842414,0.012631578947368424,0.006634709729505041,0.4642119468712267,0.031705911705321894,0.05606575659344862,0.3049265737135026,0.3044736842105264,0.04882813926742903
4FGL J1055.5-0125,0.7669878,-0.27662393,-0.96097827,-11.35636,-12.2947855,1.173014,1.631901,0.0656701922416687,1.4895271062850952,1.3356664,bll,0.9872932191538555,0.9778992587297689,3.767687550729978e-05,0.0005404785070823679,0.00022519528932624528,0.006878113165768092,0.01243005826579864,0.014112366489828937,1.3850415512465373e-05,0.0005697831075515014
4FGL J1055.6-0719,0.7143087,-0.18037376,-0.9835982,-12.0581455,-12.748802,0.7377002,1.6909769,0.9609835743904114,2.7360527515411377,1.0997611,unas,0.7197964980732631,0.09455908829064193,0.07014863547758288,0.3195223477222236,0.002748165792351943,0.014077439508438577,0.15735168722382378,0.2578090304976662,0.04995501343297819,0.31403209398102966
4FGL J1055.7+1033,0.8492534,-0.5199354,-0.85420555,-12.013472,-12.528191,0.5184711,1.8587654,0.0887604877352714,0.6645795702934265,1.25478,unas,0.5456672588777924,0.7932634798744109,0.00035087719298245617,0.0025700813916542478,0.030315816933068136,0.004282896976636838,0.4223436947697012,0.19229310261043098,0.0013223522264558562,0.007590439146867069
4FGL J1055.7-6028,-0.012847154,0.32789046,-0.94471574,-10.718135,-11.4776125,1.2532645,1.8529352,0.3400511443614959,6.154899597167969,1.074199,psr,0.004,0.016393696229917716,0.16800000000000004,0.5597466806961752,0.05000000000000001,0.03529840202768418,0.001,0.01305807331905553,0.7770000000000001,0.3755031477271674
4FGL J1055.7-1807,0.59861225,-0.036103494,-0.99934804,-11.972252,-12.489534,0.57830566,2.3364785,-0.0546366460621356,0.6452938318252563,1.046407,unas,0.5899742932187554,0.6769453352392839,0.0,0.003314901929916122,0.002123864152104764,0.010161328757345097,0.4057848022458755,0.28906890103368765,0.002117040383264563,0.02050953303976714
4FGL J1055.9+6507,0.74140596,-0.7721974,0.63538265,-11.740672,-12.595641,0.9744079,2.35956,-0.0322459898889064,0.6001810431480408,1.8985634,unas,0.3582801944682811,0.39329281685288864,0.0,0.000612506846947486,0.0,0.0017594125601458899,0.6343513844790878,0.6013116737518951,0.00736842105263158,0.00302358998812284
4FGL J1056.0+0253,0.8015014,-0.3547633,-0.93495613,-11.959681,-12.489553,0.7378837,0.67719513,0.1150768175721168,1.0413872003555298,1.0024568,bll,0.9645489640216753,0.9665337984383636,0.0,0.000800768594656376,0.005917890321959772,0.018362859840160776,0.029407205533937747,0.013440684400177982,0.00012594012242747962,0.0008618887266408649
4FGL J1056.2-6323,-0.058344245,0.34932768,-0.93700063,-11.2259,-11.8175955,0.7059182,2.9437437,0.2702533602714538,2.4951610565185547,0.84764206,unas,0.12407017543859646,0.04475485710230222,0.14638596491228065,0.058088853956233144,0.04315789473684213,0.03342428112331951,0.3305964912280701,0.5205036749333736,0.3557894736842105,0.3432283328847713
4FGL J1056.3+1350,0.8666079,-0.59528893,-0.80351174,-11.645961,-12.326486,0.6403789,2.9840775,-0.0061512431129813,0.0453609824180603,1.1090245,unas,0.2394263264213425,0.07180738635278,2.9239766081871343e-05,0.0017755730417578761,0.00253411306042885,0.0040302035915404585,0.7374178781070723,0.8980561059730515,0.02059244264507423,0.024330731040870034
4FGL J1056.8+7012,0.6935643,-0.71886224,0.6951526,-10.913527,-11.888279,1.410513,2.7174768,0.1296958476305008,4.522674560546875,2.525478,fsrq,0.08062044653349003,0.01383529991616597,0.0008695652173913044,0.00039084877299446895,0.0,0.0002724290668377604,0.9176404230317274,0.983067776141286,0.0008695652173913044,0.002433646102715923
4FGL J1056.9-5852,0.013398351,0.3189123,-0.94778425,-10.878323,-11.782937,1.2995563,1.7854749,0.9474231004714966,9.427313804626465,0.34538057,psr,0.0075,0.0009433301554247633,0.15375000000000003,0.3492249971097897,0.06124999999999999,0.02059642178397142,0.00125,0.001637167957376846,0.77625,0.6275980829934372
4FGL J1057.2+5510,0.820763,-0.8784682,0.4778008,-11.793561,-12.589355,1.004531,1.487823,0.1014863923192024,1.0184433460235596,1.4341525,bll,0.9539024902794634,0.9781701311859057,1.874414245548266e-05,0.0004995139848211784,0.00393688344893724,0.00466662985706021,0.04208070615401038,0.01620921866261995,6.117597513337073e-05,0.0004545063095930543
4FGL J1057.3-2341,0.53291684,0.031800166,-0.99949425,-11.42217,-12.2927475,1.1381972,2.3903494,0.3085789680480957,4.15107011795044,1.5377154,fsrq,0.15660130718954252,0.13948030822490012,0.12470588235294118,0.06778239910288103,0.011764705882352941,0.010546475996292753,0.5045751633986927,0.6293291924337946,0.20235294117647062,0.15286162424213137
4FGL J1057.6-4051,0.29352352,0.18743245,-0.9822775,-12.023797,-12.531472,0.788417,-1.2407392,0.5963066220283508,2.8327412605285645,1.2706314,unas,0.8959864875308415,0.944641581862663,0.0017710944026733501,0.003307991195897271,0.0009169063310393455,0.018509989555153462,0.09471287171761365,0.0304447947739055,0.006612640017832271,0.003095642612380552
4FGL J1057.8-2754,0.47845387,0.075452566,-0.9971494,-11.25914,-12.233452,1.324516,1.571854,0.0810223147273063,2.26375150680542,1.6204692,bll,0.9831731800778498,0.9831170150756378,4.657044354863883e-05,0.0004223767621701621,1.4738743878666859e-05,0.004865870840549564,0.01672947469868687,0.011253618259986142,3.603603603603604e-05,0.00034111906165627993
4FGL J1057.9-5227,0.11574071,0.27541718,-0.9613248,-9.528871,-11.582317,2.4433417,1.9310971,0.5701310038566589,86.6623764038086,1.115431,psr,0.01,0.0009562927368785777,0.07333333333333335,0.0943892531515648,0.005555555555555556,0.019370630247947024,0.0044444444444444444,0.0036855159193646563,0.9066666666666667,0.881598307944245
4FGL J1058.0+4305,0.8835266,-0.9867824,0.16205122,-11.867587,-12.583621,0.80714643,2.2002969,0.0295135732740163,0.4184521734714508,1.4391749,bll,0.8774961666497795,0.7358704457117681,3.0712845135597207e-05,0.0012628211306278197,0.0011199256612612358,0.0034693520277003843,0.12024895119287879,0.2533834559422618,0.0011042436509449626,0.006013925187641839
4FGL J1058.4-6625,-0.10443569,0.37398422,-0.92743504,-11.358049,-12.248392,1.0220058,1.7734662,0.0885146632790565,1.531069040298462,1.2759242,unas,0.9501586656929571,0.9475104478553668,0.002152949685462206,0.0011498396174677921,0.0046973405370291325,0.007020144418288827,0.042257500850732134,0.04239922141267887,0.0007335432338194088,0.00192034669619771
4FGL J1058.4+0133,0.796243,-0.31707364,-0.9484009,-10.241538,-11.860573,1.9878522,2.1930988,0.0507328212261199,5.120480537414551,2.732531,bll,0.5737684210526317,0.7146685073491467,0.0010526315789473684,0.0007243661310942176,0.01263157894736842,0.003731627431876036,0.4093894736842105,0.2795977260682765,0.003157894736842105,0.001277773019606581
4FGL J1058.5+8115,0.5698989,-0.61502326,0.78850895,-11.423013,-12.2085085,1.2402323,2.2794363,0.1804215461015701,2.6028127670288086,2.1546738,fsrq,0.11877289377289378,0.0696126095629438,0.00576036866359447,0.000523772283291753,0.0,0.00047959538211513893,0.8710711331679073,0.9256520743092362,0.004395604395604396,0.0037319484624131058
4FGL J1058.6+2817,0.9067123,-0.915899,-0.40140885,-11.257721,-12.388601,1.2773106,2.1596277,0.0646033734083175,1.5570639371871948,1.6834626,bll,0.9173582381633112,0.8006352401236315,0.002152811926177212,0.0008995425886438727,0.002016260162601626,0.005763948711462452,0.07847268974790986,0.18967969429582915,0.0,0.0030215742804329338
4FGL J1058.6-8003,-0.31380588,0.46955794,-0.88290167,-10.853832,-12.154099,1.5908604,2.0915558,0.1726588308811187,7.663727283477783,2.7748957,bll,0.32422140039447733,0.18898363670847104,0.044615384615384626,0.003814576758554467,0.003076923076923077,0.001053486048737494,0.6157785996055227,0.7980754542401574,0.012307692307692308,0.008072846244079593
4FGL J1058.6+5627,0.81343,-0.8624734,0.5061023,-10.503845,-12.015977,1.9797324,1.8458694,0.0499554686248302,5.222995281219482,2.2688966,bll,0.9657273585191916,0.9831005519995482,0.0,0.00044179909279245307,2.0202020202020203e-05,0.0059404927533784815,0.034252439460606666,0.010219090626955552,0.0,0.00029806552732526844
4FGL J1058.9-6101,-0.018691434,0.33762875,-0.94127935,-10.971822,-11.4440775,0.9222679,2.195316,0.1815446764230728,2.7168784141540527,0.99283516,unas,0.08463032581453636,0.24920662025208234,0.09101503759398495,0.06568358604323077,0.1971929824561404,0.06096027703438686,0.059822472848788666,0.310464638075669,0.5673391812865498,0.31368487859463096
4FGL J1059.2-1134,0.67798966,-0.1024695,-0.99473614,-10.500412,-11.983415,1.8716484,2.0603838,0.0700164809823036,5.958852291107178,2.1529276,bll,0.8993849670995477,0.9454322940698855,0.002727272727272727,0.0017726499784957025,0.00818181818181818,0.010577592725654282,0.08788776017317954,0.04069058849650677,0.0018181818181818182,0.0015268747294576812
4FGL J1059.4+2148,0.8989343,-0.7818437,-0.6234744,-11.910535,-12.401733,0.58147,2.2110739,0.0831896588206291,0.582893431186676,0.7997197,unas,0.38951762363527315,0.5839234803681639,0.009218165029799379,0.01044354148544309,0.027960892115592318,0.019226860494536997,0.5486871533020207,0.32787753208028997,0.024616165917314362,0.05852858557156603
4FGL J1059.4+0226,0.8045927,-0.329156,-0.94427556,-11.214679,-12.157375,1.117919,2.2070603,0.1096862256526947,1.6575042009353638,1.4037646,unas,0.7653167727125811,0.6051392145633079,0.01294987977901282,0.0030409813171111354,0.0020056701099363423,0.00841789784996203,0.1953497714478492,0.36846226828612955,0.02437790595062064,0.014939637983489506
4FGL J1059.5+2057,0.89703757,-0.7610076,-0.648743,-11.57642,-12.384759,0.9024499,2.3648112,0.0971937924623489,0.9845824837684632,1.4165329,fsrq,0.4553977518922203,0.35134989904103947,0.002434677118327734,0.002405125536587199,0.0,0.00413859261212771,0.5409373808827597,0.6273192605227137,0.0012301901066922541,0.014787122287531868
4FGL J1059.5-6021,-0.0076575773,0.33418438,-0.94250774,-11.033267,-11.450872,0.8597978,2.250697,0.2771619856357574,3.278472423553467,0.89054173,spp,0.04649122807017546,0.08343442139736985,0.17155945419103313,0.17372503304805076,0.11236842105263156,0.05889464507745417,0.045087719298245635,0.1486863073039429,0.6244931773879143,0.5352595931731822
4FGL J1100.0-2044,0.5744367,0.011936394,-0.9999288,-11.677721,-12.458248,0.84018683,1.8450102,0.2206232249736786,1.910110592842102,0.86948436,unas,0.8829229951398936,0.6774373434195095,0.005852062992601829,0.024884054607091286,0.0036554274519777484,0.02771331293847185,0.10064395405159192,0.21421625350674084,0.006925560363935065,0.05574903552818668
4FGL J1100.3+4020,0.8954246,-0.99736786,0.07250798,-11.445051,-12.343171,1.2915457,1.281797,0.1491024643182754,2.887519359588623,1.1602305,bll,0.9868726169267685,0.9628746262302461,0.004076753594770663,0.0012674241166967149,5.8552135214215514e-05,0.020810340827866054,0.008972251335920677,0.013897670777660527,1.9826007326007327e-05,0.001149938047530646
4FGL J1101.3+7017,0.69539976,-0.7126243,0.7015459,-11.451231,-11.9999895,0.873983,2.7398841,-0.0637525916099548,1.2493128776550293,1.3339033,bcu,0.35606883967064024,0.14982126522797656,0.005263157894736842,0.0017206318821493078,0.014736842105263163,0.0068733468394802525,0.5298507509726346,0.815751540483927,0.09408040935672517,0.025833215566467185
4FGL J1101.4+4108,0.894556,-0.99448735,0.104856655,-11.465966,-12.421487,1.215695,1.6452551,0.0560644008219242,1.1831517219543457,1.2063382,bll,0.9887201692867122,0.9736742717012618,3.549058034165387e-05,0.0005727311623075733,8.480882525726658e-05,0.013054957448880994,0.011151187544651714,0.012037000125481603,8.343763037129745e-06,0.000661039562068315
4FGL J1101.5+3904,0.900392,-0.9995926,0.02854237,-11.492004,-12.179499,0.76172644,2.7179139,0.1338080018758773,1.5367999076843262,1.1399302,bcu,0.11760884040872319,0.10340940238217089,0.006700804718348577,0.007100178078064763,0.0007017543859649123,0.0070559367929476065,0.8534227878928485,0.8195875650183461,0.02156581259411449,0.06284691772847051
4FGL J1102.0-6054,-0.0141270235,0.3424184,-0.9395476,-10.397566,-11.233504,1.2983813,2.4810784,0.2343133836984634,6.944026947021484,0.7599774,bcu,0.030175438596491244,0.003240365525401322,0.05126315789473687,0.1720143764647694,0.2149573934837092,0.08047225275427966,0.022807017543859658,0.005176989327828082,0.6807969924812028,0.7390960159277217
4FGL J1102.1+2249,0.9057471,-0.801486,-0.5980136,-11.768232,-12.295619,0.75761765,2.9250655,0.3367809057235718,2.43704891204834,1.11127,fsrq,0.06543209876543209,0.04422474424821561,0.009382716049382714,0.024329871387052594,0.0013333333333333333,0.008830733319384462,0.8571851851851853,0.791569644194729,0.06666666666666667,0.13104500685061846
4FGL J1102.3+6715,0.72637755,-0.74152255,0.67092794,-12.178626,-12.735492,0.71983993,0.8460613,0.1890552341938018,1.659756779670715,1.2224615,unas,0.9019373970582986,0.9692389844997752,0.002820312933357445,0.0010983343511104563,0.07001238622157356,0.006596974191937187,0.022947919770443904,0.02194714663056081,0.002281984016326792,0.0011185603266163889
4FGL J1102.4+0246,0.8124724,-0.3206377,-0.9472019,-11.810919,-12.554095,0.9420788,1.2632588,0.9003487825393677,4.310257911682129,1.2441238,msp,0.19673560342857618,0.049354085611993614,0.4181882352941176,0.6779643339167636,0.0023746194936100887,0.013112863436905433,0.31084540310180825,0.052303598043217644,0.07185613868188787,0.20726511899111966
4FGL J1102.6+5251,0.84149235,-0.8959996,0.44405487,-11.681387,-12.537463,0.88626117,2.7840245,0.174968421459198,1.6044824123382568,1.8531698,fsrq,0.07851199427139277,0.01723821456983097,0.0,0.0004433871351559242,0.0,0.0003408579895770931,0.9162248478338704,0.9776034476151255,0.005263157894736842,0.0043740926903107335
4FGL J1102.8-0148,0.77705973,-0.23383072,-0.97227734,-12.147103,-12.586473,0.6450253,0.26611865,0.2200612276792526,1.2289601564407349,1.1923392,bcu,0.9466813485539612,0.9715339392953031,0.0003581877233020799,0.0009198375128584393,0.016065580618495418,0.011009723996359763,0.035906448394713866,0.015628712049955414,0.000988434709527068,0.0009077871455234489
4FGL J1102.9-5628,0.057327773,0.3144169,-0.94928503,-11.520033,-12.220717,0.819476,1.6622262,0.1300806999206543,1.2434513568878174,0.7373633,bcu,0.8072750902031244,0.8785686853286594,0.023344436368673064,0.006130534195204055,0.018748368352612888,0.028902433973469782,0.1206595317510469,0.07478690253264264,0.029972573324542607,0.01161144397002425
4FGL J1102.9+3014,0.91399336,-0.94549596,-0.32563385,-11.61311,-12.420077,0.7889002,3.1942523,0.1285600811243057,1.265820860862732,1.1635672,fsrq,0.12007484835046085,0.026316834873790825,0.003076923076923077,0.003547295889184605,0.0,0.003616512507783929,0.8616632935390963,0.9329843310999217,0.015184935033519939,0.03353502562931881
4FGL J1103.0-2447,0.5281023,0.06596589,-0.99782187,-11.58509,-12.3152685,0.6670846,2.9623687,0.0229755099862813,0.2206926047801971,0.97913945,unas,0.26866600157518594,0.10008710799505889,0.0010818713450292396,0.0036556012935084446,0.008771929824561408,0.008994970789954218,0.6623164469550468,0.8384234056015895,0.0591637503001769,0.048838914319889126
