,sin(GLAT),cos(GLON),sin(GLON),log10(Energy_Flux100),log10(Unc_Energy_Flux100),log10(Signif_Avg),LP_index1000MeV,LP_beta,LP_SigCurv,log10(Variability_Index),CLASS1,1_RF,1_NN,2_RF,2_NN,3_RF,3_NN,4_RF,4_NN,5_RF,5_NN
4FGL J0347.0+4844,-0.08021735,-0.86808515,0.4964153,-11.302799,-11.986707,0.72802496,2.6184373,0.1446865350008011,1.4092756509780884,1.4313592,fsrq,0.1595810790871533,0.04355903180336033,0.024999999999999998,0.001439529072827124,0.0125,0.0012856646059713603,0.7153227670666928,0.9389444721131093,0.08759615384615385,0.014771302404731975
4FGL J0347.0-6400,-0.69092834,0.14039096,-0.99009615,-12.110068,-12.876452,0.8638464,0.6685437,0.9876301288604736,4.24320650100708,1.095724,unas,0.14992159886896725,0.057411514611546366,0.6114109161793372,0.7160693986976194,0.0007184628237259816,0.013228253010001086,0.16916645674014089,0.03923588505222479,0.06878256538782858,0.17405494862860843
4FGL J0347.5+0722,-0.5759083,-0.9999737,-0.0072524785,-11.965434,-12.520133,0.77357566,0.70239115,0.3580019772052765,2.577118396759033,0.96070015,unas,0.9415427218258637,0.8966158514648441,0.0021382270277827465,0.011180774138117983,0.010225839268022969,0.0179735526315142,0.028453067982073112,0.06402471861642832,0.01764014389625756,0.010205103149095366
4FGL J0347.6-0133,-0.6518631,-0.9867565,-0.16220854,-12.101608,-12.541597,0.6821416,-2.1774955,0.890649139881134,2.9960696697235107,0.96489763,bcu,0.8080095189252657,0.883409254535606,0.012304810940394468,0.011959863844429429,0.01658031331182012,0.03828024170163468,0.1312060002765869,0.05302011979575512,0.03189935654593276,0.013330520122574996
4FGL J0347.7-3616,-0.78514874,-0.52958375,-0.84825766,-11.501537,-12.491363,1.1263028,2.268957,0.0126462709158658,0.2024260312318802,2.0735424,bcu,0.437288182311965,0.4049029001447085,3.898635477582846e-05,0.0005175295874196826,0.0,0.0017892992855211497,0.5619710769472943,0.5907290169932494,0.0007017543859649123,0.0020612539891011602
4FGL J0348.2+6035,0.08388296,-0.7988815,0.6014885,-11.482493,-12.282055,0.99618256,0.88137555,0.1781453788280487,1.226037859916687,0.8275073,bcu,0.8791428670624739,0.9555221702954111,0.024107521629697273,0.0012601396021313567,0.010762102174467528,0.027802372099676325,0.07332208183813135,0.014136174161100726,0.012665427295229861,0.001279143841680296
4FGL J0348.6-1609,-0.73879033,-0.8883121,-0.45924032,-11.161762,-12.245999,1.3517789,2.3202724,0.0715441554784774,2.142732858657837,1.5035955,bll,0.49153417284925804,0.6591157767932904,0.013333333333333334,0.0027239453259521648,0.0026666666666666666,0.014733708902224401,0.47491910997902476,0.31078950826734997,0.01754671717171717,0.012637060711183068
4FGL J0348.6-2749,-0.7762,-0.7129187,-0.7012467,-9.829087,-11.733318,2.2858496,2.0490296,0.0741986110806465,16.245412826538086,4.280104,fsrq,0.7988235294117646,0.24789223364560248,0.0058823529411764705,0.0019020375764899876,0.0058823529411764705,0.002557337096268332,0.18470588235294125,0.7424181067851855,0.004705882352941177,0.00523028489645375
4FGL J0348.8-0828,-0.69664997,-0.95388854,-0.30016097,-11.729615,-12.409241,0.7191816,2.4163659,-0.002187758218497,0.0349613353610038,1.0205032,bcu,0.4649786747589136,0.6047924576898842,0.0,0.0032725809947015973,0.002075798867448904,0.012720457220446303,0.5209823105306775,0.35468709576869606,0.011963215842960133,0.024527408326271694
4FGL J0348.8+4610,-0.111724235,-0.8836902,0.46807235,-11.440225,-12.027272,0.8133324,2.971112,0.565118670463562,3.485363245010376,1.2798961,bcu,0.04146738641475486,0.02151871803454487,0.09052631578947365,0.052091936421780075,0.00456140350877193,0.0064652306218451385,0.6549162810873336,0.769960437310461,0.20852861319966576,0.14996367761136908
4FGL J0348.9-4859,-0.7614944,-0.21014644,-0.9776699,-11.753761,-12.54646,0.8866757,2.3780098,-0.036335315555334,0.6265020966529846,1.2348586,bcu,0.6885302847597462,0.7475930746900756,3.6172906493036714e-06,0.0017303202062267631,0.00035999623471825103,0.009297170615685803,0.3100007182122798,0.23160066905815463,0.0011053835026065646,0.009778765429857266
4FGL J0349.4-1159,-0.7157443,-0.92760533,-0.37356168,-11.350174,-12.329383,1.2475182,1.8107245,0.0041721630841493,0.1257132887840271,1.3613364,bll,0.9856777190772448,0.9745039021569288,1.2216619418088454e-05,0.00034174678788345393,0.007929502096922,0.013668314318017374,0.006361151509402904,0.011077919041469536,1.94106970120451e-05,0.00040811769570076744
4FGL J0349.6+4026,-0.18696876,-0.91250366,0.4090686,-11.616156,-12.263461,0.84992087,1.9729296,0.3930993378162384,3.3894717693328857,0.8886432,unas,0.19969143422893817,0.12086396961678549,0.14944279884452036,0.32382764809016756,0.02947929824561405,0.03824629073673813,0.34209458979889346,0.12698275422950323,0.27929187888203416,0.3900793373268056
4FGL J0349.6+2410,-0.3917156,-0.9744433,0.22463353,-11.705265,-12.295073,0.7295076,3.1623306,0.7240542769432068,3.652995586395264,1.4584504,bcu,0.012286099865047237,0.015345430021137618,0.01578947368421053,0.03753955249982935,0.002105263157894737,0.003687777985671037,0.9507548358074671,0.8485065092365436,0.019064327485380124,0.0949207302568187
4FGL J0349.8-2103,-0.7551081,-0.8250744,-0.56502414,-10.885914,-12.243968,1.5569668,2.5799146,0.1256007701158523,5.013206481933594,2.6314695,fsrq,0.003157894736842105,0.02326085215433205,0.0,0.0004614713583544576,0.0,0.0003285593086699026,0.996842105263158,0.9733544305057492,0.0,0.002594686672894433
4FGL J0350.0+0640,-0.5759074,-0.9996328,-0.027098525,-11.977274,-12.478177,0.7697879,0.10679734,0.1999150216579437,0.9859470725059508,1.1124358,bcu,0.9494010962771988,0.9676981613082082,8.537260792916864e-06,0.0007477384564044025,0.025671486468696634,0.019825077146973024,0.024769732756794352,0.011016252251201439,0.00014914723651724207,0.000712770837212743
4FGL J0350.4-5144,-0.74939704,-0.14342266,-0.9896615,-11.708356,-12.546904,1.0448151,1.8082844,0.0340165309607982,0.6077187061309814,1.0920382,bcu,0.9698640732180764,0.967531405949993,1.8697400899747245e-05,0.0006903890954857963,0.0005811186594362164,0.011186576596496483,0.029459208589831632,0.01953472347756341,7.690213175582597e-05,0.001056904880461118
4FGL J0350.6-3226,-0.77756846,-0.61694014,-0.7870101,-11.731154,-12.515023,0.8622256,2.287824,0.0574678033590316,0.5722753405570984,1.9716954,bcu,0.3188090195635153,0.16006138139593676,3.898635477582846e-05,0.0005192703290992523,0.0,0.0007497954372513003,0.6808011168887266,0.8357705644445723,0.00035087719298245617,0.0028989883931403062
4FGL J0350.8-2814,-0.7716286,-0.70312834,-0.71106297,-11.760555,-12.398469,0.88423,1.1706378,0.1114110425114631,0.9462122917175292,1.09677,bll,0.951391033757293,0.9755075677957628,0.0014706157918159886,0.000652507082589174,0.0016382435124256236,0.008812113639086232,0.045028896884157614,0.014355994548183372,0.0004712100543077795,0.0006718169343785399
4FGL J0352.0-2516,-0.76232433,-0.75644594,-0.65405625,-11.899438,-12.4494505,0.6535841,2.4924343,-0.0179581213742494,0.1879120171070099,1.2020156,bcu,0.4188296921635239,0.4463623773281342,0.0,0.0023604788313623722,0.00035894333534986894,0.00590604443802083,0.5785857351156161,0.5255574500660064,0.0022256293855102195,0.019813649336476002
4FGL J0352.0-3702,-0.7756945,-0.5116959,-0.8591666,-12.251535,-12.6963825,0.696433,-1.2275511,0.6751047968864441,2.6855969429016118,1.1028109,bll,0.9131339501804122,0.913829653826696,0.0039947089947089945,0.006344164213573185,0.002429927322803247,0.016521340056990214,0.052464713266362366,0.05718883502462173,0.027976700235713334,0.006116006878118799
4FGL J0352.9-3623,-0.7738137,-0.5272637,-0.8497017,-11.712014,-12.420008,1.0533872,0.5437001,0.2364106178283691,3.065122604370117,1.1311167,bll,0.8541957593394015,0.9633177211135612,0.013877536626418772,0.0020743797980220958,9.214807717464662e-05,0.015976418347743906,0.1264861807104953,0.01673099209270449,0.00534837524650975,0.0019004886479684366
4FGL J0353.0+5654,0.04083343,-0.8274522,0.5615362,-11.284605,-12.183521,1.0570722,1.821163,0.0986127853393554,1.7777832746505735,1.5848947,bll,0.860415534779992,0.9257723089499466,0.004060700798083086,0.0008524448948978223,0.011335989640507084,0.003670178960485415,0.12168070407434722,0.06781462190239633,0.0025070707070707072,0.0018904452922739836
4FGL J0353.0-6831,-0.6530228,0.2215019,-0.97515994,-11.482317,-12.400459,1.1984439,1.5678061,0.0227037630975246,0.5682463049888611,0.9529174,bll,0.9735667111777935,0.9565254134942166,6.367398917542184e-06,0.0007509852247806447,0.004653649408094291,0.032891190023801725,0.021773272015194738,0.00905325697994507,0.0,0.0007791542772558512
4FGL J0353.7+8257,0.3762064,-0.6205047,0.78420275,-11.773536,-12.545827,0.963715,1.7116129,0.0124072916805744,0.2302063256502151,1.1405029,bll,0.9415282749801521,0.9744735165522479,0.0,0.0005315059957777059,0.01162090271718705,0.008433874014336058,0.046780147792946335,0.01585321476617258,7.067450971471162e-05,0.0007078886714658059
4FGL J0354.4+4643,-0.093753256,-0.8868801,0.46199965,-11.053847,-11.956285,1.1342684,2.5491521,0.1201364174485206,2.791228771209717,1.987611,bcu,0.04186295397083045,0.025061200012387947,0.0,0.0004832603398415127,0.0,0.00041280407246872006,0.9535756425203976,0.9702004818100608,0.004561403508771929,0.0038422537652406667
4FGL J0354.7-1617,-0.7232519,-0.8802526,-0.47450536,-11.617485,-12.383826,0.84091645,2.5530972,0.0268701426684856,0.2934180200099945,1.7520113,fsrq,0.11439888181993445,0.07522876470071745,0.0,0.00047651974207031726,0.0,0.0006114313248096406,0.8855583831373305,0.9195532939191566,4.2735042735042735e-05,0.004129990313246044
4FGL J0354.7+8009,0.34335747,-0.6484923,0.76122123,-11.623982,-12.401806,1.1178155,1.9121934,0.1670090705156326,2.379132032394409,2.4423208,bll,0.5947668745361196,0.22821857394711145,9.730798074025273e-05,0.000774720129943271,0.0012144212523719166,0.0010868942834043657,0.3980390432895917,0.7680448405063238,0.0058823529411764705,0.0018749711332170724
4FGL J0355.1-1841,-0.73263526,-0.8512904,-0.5246948,-11.830532,-12.539132,0.8416519,1.6567949,0.1127814948558807,1.0038069486618042,0.80827963,bll,0.9580459041422325,0.9261275235840377,0.0001229345250888752,0.0029678197810218683,0.00032585671316506457,0.019159566239214814,0.040062351048513814,0.04740950311010953,0.0014429535709998573,0.004335587285616241
4FGL J0355.3+3909,-0.19156048,-0.92416203,0.38200077,-11.883774,-12.396224,0.7136721,1.399293,0.0709230154752731,0.7312707304954529,0.43819636,bcu,0.7455856944334005,0.907564453105681,0.0056196799029242465,0.0038262428612736185,0.018140693058208517,0.05020868084473413,0.21794322259953147,0.03251772735433996,0.012710710005935176,0.00588289583397138
4FGL J0356.1-1329,-0.70566034,-0.9073482,-0.4203799,-11.839464,-12.518699,0.8599082,1.1294177,0.2101133316755294,1.1106404066085815,1.2302035,bcu,0.9750372479331032,0.9667837702603638,1.5486350094325414e-05,0.0010071709955391372,0.003615960801035674,0.005700339539054903,0.020192661212747685,0.025386276327920593,0.00113864370301927,0.0011224428771215676
4FGL J0356.9+3013c,-0.30109492,-0.9608521,0.27706188,-11.515262,-12.185241,0.6860098,2.5259223,0.1481922268867492,1.6228783130645752,0.37568668,unas,0.4018876443775419,0.12599016792494336,0.026608187134502935,0.08013416935699418,0.01754385964912281,0.1325688105915381,0.4726119708886942,0.1571094934357079,0.08134833795013853,0.5041973586908163
4FGL J0357.0-4955,-0.74401504,-0.19607802,-0.9805883,-11.359736,-12.369834,1.3660676,1.944711,0.0972905829548835,2.7157139778137207,1.4303589,bll,0.9203795375862566,0.9486908954783775,0.009294775803854344,0.0016320743111710985,2.961826674954263e-05,0.010761800860140214,0.06920406131634993,0.03693235658760849,0.0010920070267896357,0.0019828727627026125
4FGL J0357.2+2320,-0.38236013,-0.9815975,0.19096184,-11.533953,-12.293924,0.85752,2.2913163,0.0336514525115489,0.5504680275917053,1.255956,bcu,0.819067117603093,0.635575764858447,0.00484997872038587,0.0022092179033570904,0.0014355166416167321,0.007339181112059796,0.1721576434760107,0.34170942648724695,0.002489743558893567,0.013166409638888953
4FGL J0357.2-0319,-0.6384304,-0.9742431,-0.2255002,-11.680732,-12.3617525,0.93594205,1.0014558,0.1684254854917526,2.3053972721099854,1.0525231,bcu,0.9556405479234568,0.963876672895789,0.0008443731977176152,0.0017036546504639724,0.003061716290473866,0.013535365020005055,0.03491920079431622,0.019323410970871605,0.005534161794035397,0.0015608964628700745
4FGL J0357.6-4625,-0.7522316,-0.28401378,-0.9588202,-11.649913,-12.545877,1.0051703,2.2900023,0.054220475256443,0.9022122621536256,1.3883896,bll,0.8031414708443414,0.7017638015918833,0.0014555256064690027,0.0014807552446484708,6.8027210884353745e-06,0.006000714274273982,0.19393678362838543,0.2839068299792964,0.001459417199715707,0.006847898909897805
4FGL J0357.7-6808,-0.65100634,0.20882836,-0.9779523,-12.01282,-12.596628,0.7448756,0.81624913,0.2146224975585937,1.5129319429397583,1.1917034,unas,0.9543736184221607,0.9674756477857457,1.1869059445021745e-05,0.0011799294681822169,0.02505272434508593,0.007163346859719834,0.01792731266452557,0.022962133777195942,0.0026344755087827315,0.001218942109156627
4FGL J0357.8+3204,-0.2759032,-0.95506936,0.29638228,-10.221046,-11.754182,1.8873868,2.2747173,0.6924123764038086,35.72213363647461,1.2630124,psr,0.010526315789473684,0.0009162718474754377,0.27894736842105267,0.10239320071680585,0.045263157894736845,0.015087438795473106,0.03368421052631579,0.0044346965930179725,0.6315789473684212,0.8771683920472275
4FGL J0358.0-6946,-0.639007,0.23953615,-0.9708874,-12.16981,-12.7526455,0.71347326,0.7482228,0.792269229888916,3.0295398235321045,0.86358577,bcu,0.8403120906722626,0.2716018249340093,0.025355263157894752,0.3612734086972927,0.016280062769445568,0.028163031961055896,0.06818021308582363,0.14374912005279147,0.049872370314573346,0.19521261435485066
4FGL J0358.1+2850,-0.3149342,-0.96636814,0.25716272,-11.780641,-12.456343,0.7366029,2.8126082,0.9739243984222412,4.0031023025512695,0.7430839,unas,0.23035087719298245,0.009868046677211239,0.09868421052631578,0.3061874970159887,0.034385964912280714,0.018532619525306007,0.39985380116959074,0.11976280687089041,0.2367251461988304,0.5456490299106036
4FGL J0358.1-5954,-0.70067763,0.038109142,-0.9992736,-11.666972,-12.551157,0.99791795,2.1161008,0.0838528573513031,1.1088824272155762,1.1092776,bll,0.839135380196223,0.844748862386657,0.004364540237646182,0.003235641151227253,0.0020885035042046344,0.012061090133184153,0.1526811882656294,0.13146752470884576,0.0017303877962967756,0.0084868816200858
4FGL J0358.5-5432,-0.72504085,-0.08599612,-0.99629545,-12.050586,-12.590793,0.80831134,2.005741,0.7380949854850769,3.2215206623077397,2.0584946,nov,0.37750375939849623,0.030354823918467326,0.021052631578947368,0.007591626954821633,0.0010526315789473684,0.0005670392338079981,0.5814436090225563,0.9455875491221315,0.018947368421052633,0.015898960770771582
4FGL J0358.6+0634,-0.5529428,-0.9983425,-0.0575516,-11.514712,-12.19227,0.825097,2.594126,0.230858027935028,2.418689727783203,1.8394257,bcu,0.06135756615439573,0.020578430778483408,0.0010526315789473684,0.0009826247426147898,0.0,0.00041640058146696283,0.9340364900817659,0.9717154314088625,0.0035533121848911322,0.0063071124885724274
4FGL J0358.7+7649,0.30525163,-0.6817104,0.7316221,-11.599169,-12.438919,0.96565455,2.1393635,0.0349135212600231,0.258132666349411,0.7288883,bcu,0.8978292487736756,0.8431098790235343,0.0003769954562374278,0.003879740788438155,0.0034434657803646485,0.05390287217529424,0.09796434540884671,0.08528684444823903,0.00038594458087522925,0.013820663564494092
4FGL J0358.7-7403,-0.60567594,0.314779,-0.949165,-11.679071,-12.404327,0.7890164,2.4022582,0.0237796492874622,0.2898037135601043,1.1007005,unas,0.5013069087406425,0.5754426135446716,0.00035087719298245617,0.0031310188390331335,0.0042011121506569235,0.0106321483670109,0.47572015132862094,0.38797136489985884,0.018420950587097216,0.02282285434942531
4FGL J0358.9+6004,0.09169998,-0.8128712,0.5824435,-11.279516,-12.017526,0.92120034,2.577704,0.1485548466444015,2.2775895595550537,2.119454,fsrq,0.057435897435897436,0.014253477541757344,0.0,0.00027425414056912956,0.0,0.00019544092860448794,0.9238632478632479,0.9832609207517901,0.018700854700854704,0.002015906637279052
4FGL J0359.0-3053,-0.7558402,-0.64593875,-0.7633892,-11.683232,-12.446971,1.0943404,1.2925581,0.1609855890274047,2.409052848815918,1.2295079,bll,0.9832822946764073,0.9706110680298373,0.0035472511265512846,0.001467969107260326,0.0014710637707044418,0.008972526420223033,0.011678713287053881,0.017861885015454455,2.0677139282983522e-05,0.0010865514272248734
4FGL J0359.3+3626,-0.2177023,-0.9396011,0.34227136,-11.585305,-12.186117,0.8195258,2.718378,0.644879937171936,3.754648208618164,0.76302695,unas,0.25796491228070173,0.016247122265809974,0.12009022556390979,0.25906059059386094,0.04245614035087721,0.028928780460740787,0.33803508771929824,0.11148173282129623,0.241453634085213,0.5842817738582919
4FGL J0359.4-0236,-0.6271181,-0.9758127,-0.21860851,-11.790249,-12.397256,0.76623416,0.8042631,0.2348901629447937,1.742091178894043,1.0631871,bcu,0.8841141191750289,0.9582920862606862,0.0028602536312568004,0.0018919158189338189,0.01790886379018728,0.0102432710401236,0.0751097262559738,0.027598425981313984,0.02000703714755351,0.001974300898942295
4FGL J0359.4+5414,0.015447147,-0.85020643,0.5264494,-10.702698,-11.89435,1.5202775,1.8438742,0.4723851382732391,13.096075057983398,0.49898145,psr,0.0,0.0011745562365932144,0.18873469387755096,0.33762176832719826,0.014285714285714287,0.04703521357753131,0.0,0.0015280079150586253,0.7969795918367347,0.6126404539436185
4FGL J0359.4-2616,-0.7459886,-0.7326585,-0.6805965,-11.630615,-12.416779,0.9503984,1.9764636,0.1079060211777687,1.2479791641235352,1.2530683,bll,0.7601051243480663,0.8537040042250306,0.0012337662337662339,0.0017905524704938656,0.00012414407012968892,0.0069445955071503005,0.23765698829462695,0.1311345448067633,0.0008799770534108599,0.006426302990561882
4FGL J0359.6+5057,-0.027752597,-0.86949915,0.49393442,-10.434153,-11.722561,1.5083332,2.6885161,0.144935742020607,6.420382976531982,2.977264,fsrq,0.1110416666666667,0.012304345217497056,0.007500000000000001,0.000453727072406994,0.012499999999999999,0.0002433453245999743,0.8252083333333333,0.9841393552818214,0.04374999999999999,0.002859227103674594
4FGL J0359.6+3213,-0.26968953,-0.95608246,0.2930977,-11.290492,-11.790169,0.6876035,2.7290645,0.3610828220844269,3.70682954788208,1.2432789,fsrq,0.034010204081632654,0.039573163560635984,0.2253333333333333,0.07623359524725318,0.023999999999999997,0.010425720791767304,0.48891287284144436,0.6018137011102581,0.22774358974358977,0.27195381929008533
4FGL J0359.7+4445,-0.109242804,-0.9024318,0.4308328,-11.519466,-12.161186,0.79506767,2.3590593,-0.0468775816261768,0.9830561280250548,1.0933065,unk,0.6426636859379272,0.6685923780087718,0.00589083820662768,0.0032098641589007274,0.0032132437628194697,0.017052907070302544,0.29984846013084737,0.2872331190864475,0.04838377196177822,0.023911731675577114
4FGL J0400.7+3920,-0.17739256,-0.92862785,0.3710126,-11.425199,-12.182143,0.8638611,1.4488539,0.2928400635719299,1.3274551630020142,1.1327043,bcu,0.5168097501845862,0.8576395202456616,0.1308735231281988,0.00504053423003021,0.030822176430628526,0.008461787061273726,0.21373308326762908,0.12020466549028963,0.10776146698895743,0.00865349297274518
4FGL J0401.0-5353,-0.7233376,-0.1042419,-0.99455196,-11.909935,-12.578623,0.91736126,1.0792131,0.1055863723158836,1.1322777271270752,0.97606754,bcu,0.9826750454218216,0.9712759639411834,4.91075826629264e-05,0.0007708675796718434,0.0020200776357250858,0.01453541169215454,0.014439968071853992,0.012622051997711773,0.0008158012879365747,0.0007957047892784106
4FGL J0401.2+8153,0.3665186,-0.6340305,0.77330804,-12.038176,-12.630423,0.672454,0.6126753,0.3027427792549133,1.7427985668182373,1.2504575,bll,0.9197700607011547,0.9523114598004078,0.0,0.0019148584196304,0.012062940900283104,0.006563765813361126,0.060334535081419824,0.03715648370493574,0.007832463317142208,0.0020534322616651023
4FGL J0401.3+0412,-0.5663897,-0.9944412,-0.10529333,-11.424627,-12.215312,0.84732705,2.4177914,0.1076433435082435,1.553583025932312,1.0732831,bcu,0.3659475913769627,0.35896036462990555,0.021225521067626336,0.010529401779545004,0.006666666666666669,0.017491934002145947,0.5659391399229264,0.5348405988265528,0.04022108096581783,0.07817770076185088
4FGL J0401.7+2112,-0.39471006,-0.98889405,0.14862218,-11.039007,-12.1274185,1.29547,2.3736422,0.0923513323068618,2.730884790420532,2.2076035,fsrq,0.05452642497616611,0.05718036423670411,0.0017671809256661994,0.00045683605891493176,0.0,0.0005447680708543711,0.9428368288807768,0.9392618525408524,0.0008695652173913044,0.002556179092674182
4FGL J0401.9-2034,-0.72181696,-0.81900585,-0.5737851,-11.048792,-12.256569,1.5093358,2.1845,0.1075769513845443,4.059625148773193,2.5189478,bcu,0.29647878632926405,0.2203295435205325,0.0036257309941520465,0.0007061904094662767,0.0007017543859649123,0.0009622717044598972,0.6963867107467595,0.7757317994256081,0.0028070175438596493,0.0022701949399332234
4FGL J0402.0-2616,-0.73944336,-0.730508,-0.6829041,-11.388503,-12.317092,1.268038,1.7710475,0.1833630353212356,3.819305419921875,1.5533276,bll,0.9506138109080258,0.898990878299276,0.015044172632575644,0.007056231722599031,0.005,0.007265064233849661,0.021342016459398656,0.08098283903823615,0.008,0.005704986706039029
4FGL J0402.0+2737,-0.31979808,-0.97298753,0.23085777,-11.523664,-12.262106,0.8596172,2.395785,0.0222874470055103,0.4138954281806946,1.6602286,bcu,0.3330081398397494,0.21974714916222915,0.00035087719298245617,0.0007856260354580638,0.002527771711436267,0.001569062563695844,0.6593925074934466,0.7722571866243597,0.004720703762385454,0.00564097561425705
4FGL J0402.1-3147,-0.74944603,-0.62603444,-0.7797954,-11.430866,-12.467546,1.1448432,2.4163866,-0.0003579710901249,0.0265430696308612,1.2237688,fsrq,0.6045706898607311,0.7960356434493704,0.0016666666666666668,0.0017187455695849535,0.001911677534084173,0.0239084255577024,0.390177383642529,0.16840658133567102,0.0016735822959889348,0.009930604087671362
4FGL J0402.5+5402,0.018010685,-0.85457516,0.5193277,-11.731119,-12.175745,0.56826234,1.7947495,0.0299457088112831,0.2891712486743927,1.1745826,unk,0.479405043304502,0.8987125296443249,0.008446115288220552,0.0014270483891888472,0.16821471291953125,0.005144657571581344,0.32803408280530233,0.09101960591254492,0.015900045682443978,0.003696158482359732
4FGL J0402.8-2747,-0.7408177,-0.7030341,-0.71115613,-11.687312,-12.433921,0.76606864,2.7591352,0.0551016107201576,0.4253387451171875,1.5556464,unas,0.09232183594775199,0.04196974888124299,0.0,0.0005355380838363028,0.0,0.0006931148601454852,0.8900904447540023,0.9511744363845472,0.017587719298245617,0.00562716179022816
4FGL J0402.9+6433,0.15524366,-0.7853562,0.6190441,-11.714972,-12.295621,0.8145761,2.0132627,0.011396013200283,0.0624440275132656,1.0251825,bcu,0.9092753626703071,0.9118005986047111,0.002933608021737642,0.0013889166273066457,0.023244943909614985,0.010910423198352136,0.061500351744897104,0.07160716261627638,0.0030457336534432024,0.004292898953353879
4FGL J0403.3+1249,-0.47982287,-0.99968755,0.02499502,-11.953987,-12.367378,0.5338781,2.034101,-0.0269690286368131,0.2265145927667617,0.8414536,unas,0.559461929984938,0.8464145501508022,0.0007192982456140351,0.0030028042206822598,0.08318371608599094,0.013489306755029733,0.3506593241344705,0.1258583345434213,0.005975731548986318,0.011235004330064536
4FGL J0403.3+2601,-0.33532828,-0.97834903,0.20696189,-11.621655,-12.252981,0.7623424,2.6748054,0.338842511177063,3.0811123847961426,1.200085,fsrq,0.05647071038002716,0.0751922113485507,0.0248986568986569,0.0677236606041861,0.002857142857142857,0.009044707237822854,0.8413993155567691,0.6469177725711801,0.07437417430740415,0.2011216482382603
4FGL J0403.5-2437,-0.73091906,-0.7568718,-0.6535634,-11.491652,-12.423672,1.0062625,2.4646485,0.0210789106786251,0.3149032890796661,1.3444083,bll,0.4442670265234028,0.5155488435853568,0.0,0.0016438358495436598,0.0012830210422483013,0.006966648650160611,0.548086579122759,0.4627083049171844,0.0063633733115899035,0.013132366997754507
4FGL J0403.9-3605,-0.74875414,-0.5336487,-0.8457062,-10.169587,-12.073751,2.155457,2.6884894,0.1411097943782806,14.374932289123535,3.8325794,fsrq,0.02303030303030303,0.023190067020555552,0.005,0.0017032420940303317,0.002,0.0007044964691345137,0.9209696969696971,0.9600977946282608,0.049,0.01430439978801877
4FGL J0404.1-1715,-0.7019016,-0.85879064,-0.5123267,-11.871422,-12.543969,0.7998926,1.818592,0.057325255125761,0.643517017364502,0.93134975,bcu,0.9556435513818442,0.9305957628082775,5.9714921452768715e-06,0.0017887707517543364,0.0017936977966365366,0.01129041600904815,0.04239795323355653,0.05269743571902843,0.00015882609581761598,0.003627614711891676
4FGL J0404.3-1559,-0.6956961,-0.87291366,-0.48787472,-11.9059305,-12.522626,0.68284607,1.9520127,0.2200798541307449,1.4554057121276855,1.3095391,bcu,0.6763375176810812,0.5509491055623087,0.001660468396927783,0.006828627931876846,0.0036324270967786672,0.0051615537174344315,0.31081771287357596,0.4120999248097081,0.007551873951636416,0.024960787978672013
4FGL J0405.4-6929,-0.63368034,0.22663742,-0.9739792,-11.562769,-12.40318,0.9113848,2.4446938,0.0404363498091697,0.7163302302360535,1.5129853,unas,0.46043432320434724,0.2804781969699648,0.0,0.0012577039997162644,5.091955050483906e-06,0.002688469092052235,0.5387832016004647,0.7061978378953342,0.0007773832401376149,0.00937779204293278
4FGL J0405.6-1308,-0.67728996,-0.9004152,-0.43503156,-11.024463,-12.321023,1.3894488,2.5875688,0.0182465985417366,0.6747965812683105,1.9365621,fsrq,0.1476388888888889,0.10890799649124205,0.0,0.00043893761742149,0.0025,0.00206953338368727,0.8373611111111111,0.884449064373315,0.012499999999999999,0.004134468134334094
4FGL J0405.9+3041c,-0.27305987,-0.9662106,0.25775388,-11.755369,-12.205686,0.5268867,2.358435,-0.0081538502126932,0.1086200252175331,0.9266659,unas,0.5315590639517985,0.5576301267017083,0.005614035087719297,0.004804002571597989,0.027409552034939045,0.01349218287927604,0.40954063061461454,0.38555368547096736,0.025876718310928845,0.03852000237645027
4FGL J0406.0-5407,-0.71406907,-0.1045492,-0.9945197,-11.676075,-12.514262,0.9748822,2.1729743,0.0437119528651237,0.6800297498703003,1.262833,bll,0.9482058391654298,0.8416900432716556,0.0,0.0016430811953988351,5.001220950572698e-05,0.006689808703988837,0.051723487468039675,0.14514584880605874,2.066115702479339e-05,0.004831218022897769
4FGL J0406.2+0639,-0.5307088,-0.99676186,-0.080409974,-11.731665,-12.236941,0.6249987,2.2720528,0.0085392128676176,0.1189736798405647,1.245576,unas,0.6616570200784506,0.5787271967074059,0.015491105385842231,0.002155741581748413,0.02999647033498876,0.005203714361986813,0.27427771664964756,0.40015973462426896,0.01857768755107059,0.013753612724590017
4FGL J0407.0-3826,-0.74170417,-0.48046508,-0.87701386,-10.594786,-12.132822,1.7346851,2.368128,0.1079574674367904,7.031731128692627,2.8860781,fsrq,0.017542107548506526,0.08063188233620405,0.0,0.0008409014431242395,0.0,0.00046297708352228137,0.9803526292935988,0.915089941829194,0.002105263157894737,0.0029742973079554245
4FGL J0407.5+0741,-0.51714724,-0.997697,-0.0678286,-10.996258,-12.159945,1.2903314,2.2729633,0.0518741272389888,1.742355227470398,1.5690871,bll,0.7167325699502923,0.6961333329982727,0.004447801275595838,0.0015833849822923117,0.0044444444444444444,0.010685719378694676,0.25086515346546984,0.28353566527906504,0.023510030864197527,0.008061897361675058
